"transaction_id","transaction_date","customer_type","product","category","quantity","amount","payment_method","city","sales_rep"
30,2022-07-03,"Online","monitor","electronics",2,883.98,"transfer","new york","Fatima"
31,2024-01-30,"Wholesale","keyboard","electronics",2,1527.74,"cheque","chicago","Sara"
37,2022-06-29,"Retail","tablet","electronics",1,1527.74,"card","new york","Sara"
38,2024-03-03,"Online","monitor","office",2,2233.92,"transfer","new york","Ali"
40,2023-09-02,"Wholesale","tablet","electronics",2,1527.74,"cheque","washington","Ali"
41,2023-04-21,"Retail","keyboard","electronics",1,1527.74,"cash","new york","Sara"
44,2023-05-18,"Wholesale","laptop","electronics",1,1527.74,"card","washington","Fatima"
46,2023-09-05,"Online","phone","electronics",2,1527.74,"cash","washington","John"
48,2023-06-05,"Retail","mouse","office",2,1527.74,"transfer","chicago","Ali"
49,2024-05-06,"Online","phone","electronics",2,2490.54,"cash","chicago","Fatima"
50,2023-04-26,"Retail","keyboard","electronics",1,1527.74,"cheque","new york","John"
54,2024-02-22,"Wholesale","monitor","office",3,1527.74,"transfer","new york","Ali"
57,2023-01-22,"Wholesale","tablet","electronics",2,1527.74,"transfer","chicago","Fatima"
59,2022-02-13,"Retail","mouse","office",2,1527.74,"card","chicago","Sara"
60,2022-10-26,"Retail","phone","electronics",1,1527.74,"cash","washington","Fatima"
61,2022-01-28,"Online","monitor","office",2,1527.74,"cheque","new york","Sara"
62,2023-04-07,"Wholesale","phone","electronics",3,1527.74,"cheque","new york","Fatima"
64,2022-07-11,"Wholesale","monitor","electronics",2,1527.74,"transfer","new york","John"
66,2023-05-21,"Retail","mouse","electronics",3,1527.74,"cash","new york","Ali"
67,2022-07-01,"Wholesale","phone","office",3,1527.74,"cheque","chicago","Ali"
69,2023-07-01,"Online","laptop","electronics",1,1527.74,"cash","washington","Sara"
71,2022-04-20,"Retail","mouse","office",3,1527.74,"cheque","chicago","Sara"
73,2023-02-26,"Retail","monitor","electronics",2,1527.74,"card","washington","Ali"
75,2022-11-28,"Wholesale","phone","office",2,1527.74,"cheque","chicago","John"
77,2022-11-11,"Retail","laptop","electronics",3,1527.74,"card","new york","John"
81,2022-09-22,"Wholesale","tablet","office",3,1527.74,"card","new york","John"
82,2023-10-28,"Retail","keyboard","office",2,1527.74,"card","chicago","John"
83,2023-10-23,"Online","tablet","electronics",2,718.58,"card","new york","Fatima"
84,2023-03-08,"Online","tablet","electronics",2,1527.74,"cheque","new york","John"
86,2023-03-05,"Retail","keyboard","office",2,1527.74,"cash","new york","John"
89,2024-03-06,"Online","keyboard","electronics",2,1527.74,"card","chicago","Ali"
91,2023-11-24,"Wholesale","monitor","office",2,1778.08,"cash","washington","John"
92,2022-11-21,"Online","keyboard","electronics",3,1527.74,"cash","new york","John"
93,2023-12-12,"Online","laptop","electronics",2,2188.92,"cash","new york","John"
94,2022-08-16,"Retail","laptop","electronics",1,1527.74,"card","chicago","Ali"
95,2023-11-21,"Online","tablet","electronics",1,271.22,"card","new york","Ali"
97,2022-03-19,"Wholesale","laptop","electronics",2,856.5,"cheque","chicago","John"
98,2022-03-03,"Online","phone","office",3,306.79,"card","chicago","Ali"
99,2023-09-19,"Retail","keyboard","office",1,1527.74,"cheque","new york","John"
101,2023-06-03,"Retail","laptop","office",3,2096.97,"cheque","washington","Ali"
103,2024-04-28,"Online","tablet","electronics",3,1527.74,"cheque","washington","John"
104,2023-02-05,"Retail","phone","office",3,1527.74,"transfer","chicago","Ali"
105,2023-04-11,"Retail","monitor","office",1,1527.74,"transfer","washington","Ali"
106,2024-01-19,"Wholesale","laptop","electronics",2,78.73,"cash","new york","John"
110,2022-11-17,"Online","phone","office",3,1527.74,"card","chicago","Sara"
111,2024-02-25,"Retail","monitor","electronics",3,1527.74,"cash","new york","Sara"
114,2024-02-04,"Wholesale","keyboard","office",1,1527.74,"transfer","washington","Sara"
115,2022-04-18,"Retail","mouse","office",2,1758.28,"cheque","new york","Fatima"
116,2024-02-25,"Retail","tablet","electronics",3,1527.74,"cheque","chicago","Sara"
117,2022-08-25,"Wholesale","mouse","electronics",2,1882.74,"card","new york","Ali"
121,2022-02-12,"Online","keyboard","office",2,1527.74,"card","washington","Fatima"
122,2023-05-01,"Online","tablet","office",2,1527.74,"card","new york","John"
124,2023-11-10,"Wholesale","keyboard","office",2,1527.74,"transfer","washington","Fatima"
125,2023-10-15,"Retail","tablet","electronics",1,128.21,"cash","new york","Ali"
126,2022-04-15,"Retail","monitor","office",3,2936.18,"card","washington","Sara"
127,2023-10-06,"Wholesale","mouse","office",3,817.49,"card","new york","John"
128,2024-01-13,"Online","monitor","electronics",3,1009.8,"card","chicago","Ali"
130,2022-02-07,"Retail","phone","electronics",1,1527.74,"card","new york","Sara"
132,2022-11-11,"Online","tablet","electronics",2,1559.3,"cheque","chicago","Ali"
133,2023-02-05,"Online","keyboard","office",2,848.49,"cash","new york","Ali"
134,2022-07-03,"Wholesale","monitor","electronics",2,2238.18,"cash","new york","Fatima"
135,2023-12-06,"Wholesale","phone","electronics",2,1527.74,"transfer","chicago","Fatima"
136,2022-08-06,"Retail","phone","electronics",3,1527.74,"cash","chicago","Sara"
137,2023-08-12,"Online","monitor","electronics",1,1527.74,"card","chicago","Sara"
138,2024-06-05,"Online","laptop","electronics",2,1527.74,"cheque","new york","Fatima"
139,2024-03-21,"Retail","mouse","office",1,1527.74,"transfer","new york","John"
140,2023-02-22,"Online","phone","electronics",2,1527.74,"card","new york","Sara"
141,2022-08-22,"Online","mouse","electronics",2,1527.74,"card","new york","Fatima"
144,2023-08-27,"Retail","monitor","electronics",3,1527.74,"card","chicago","Sara"
146,2022-12-05,"Wholesale","laptop","electronics",1,1527.74,"cheque","chicago","Ali"
147,2024-03-26,"Online","keyboard","electronics",2,1527.74,"card","chicago","John"
148,2023-06-10,"Wholesale","monitor","office",3,1527.74,"card","new york","Sara"
150,2022-04-03,"Retail","mouse","electronics",1,2035.69,"cheque","chicago","Ali"
151,2023-12-03,"Retail","monitor","office",1,1527.74,"cheque","chicago","Sara"
152,2022-06-06,"Wholesale","laptop","office",2,1527.74,"cheque","new york","Fatima"
154,2022-12-23,"Wholesale","tablet","electronics",2,1527.74,"card","new york","Fatima"
155,2023-06-29,"Online","laptop","electronics",1,1527.74,"card","new york","Sara"
157,2024-04-11,"Wholesale","monitor","office",2,1527.74,"cash","chicago","John"
159,2022-03-12,"Wholesale","keyboard","electronics",2,1527.74,"transfer","chicago","Ali"
160,2023-08-17,"Online","tablet","electronics",2,1527.74,"cheque","new york","Fatima"
162,2022-06-30,"Wholesale","mouse","electronics",2,1579.6,"cheque","washington","Sara"
163,2022-09-10,"Online","mouse","office",2,1527.74,"card","washington","Fatima"
167,2023-04-18,"Retail","tablet","office",3,1527.74,"cash","chicago","John"
171,2023-03-27,"Online","phone","electronics",3,1527.74,"cheque","chicago","Sara"
173,2024-02-19,"Online","laptop","electronics",1,1527.74,"card","new york","Ali"
174,2023-04-09,"Online","tablet","electronics",3,1527.74,"card","washington","Fatima"
175,2023-08-06,"Online","phone","electronics",3,2487.68,"cheque","chicago","John"
176,2022-08-17,"Online","mouse","office",2,1527.74,"cheque","new york","Sara"
179,2024-06-10,"Online","phone","office",2,1527.74,"cheque","chicago","Sara"
180,2024-03-21,"Retail","monitor","electronics",2,435.74,"cash","new york","Sara"
183,2023-06-29,"Retail","laptop","office",3,1527.74,"cash","washington","John"
184,2023-07-14,"Online","phone","office",3,365.75,"transfer","washington","Fatima"
185,2022-03-26,"Wholesale","monitor","office",2,1527.74,"cheque","chicago","Ali"
186,2022-04-12,"Retail","keyboard","electronics",3,1527.74,"card","new york","John"
187,2022-05-02,"Wholesale","mouse","office",2,1527.74,"cash","new york","John"
188,2024-04-12,"Retail","keyboard","electronics",1,2930.83,"cash","chicago","John"
190,2023-02-21,"Retail","laptop","electronics",3,1517.91,"cheque","new york","Sara"
191,2022-12-23,"Wholesale","tablet","office",1,1459.29,"cash","chicago","Fatima"
192,2023-10-23,"Wholesale","mouse","office",1,1527.74,"cash","chicago","Fatima"
194,2022-07-05,"Retail","monitor","electronics",3,1156.68,"cheque","chicago","Sara"
195,2023-12-05,"Online","mouse","office",1,1527.74,"cash","new york","Fatima"
198,2022-07-14,"Retail","monitor","electronics",3,1527.74,"cash","washington","Ali"
200,2024-03-26,"Online","keyboard","office",1,670.51,"card","new york","Sara"
201,2022-08-13,"Online","laptop","electronics",1,2543.91,"card","washington","Sara"
203,2023-08-23,"Online","keyboard","electronics",2,1527.74,"transfer","chicago","Ali"
204,2024-02-16,"Retail","keyboard","electronics",3,1527.74,"card","chicago","Ali"
206,2022-09-04,"Retail","monitor","electronics",2,2273.21,"cheque","new york","Sara"
207,2022-10-27,"Wholesale","phone","electronics",3,1356.87,"card","chicago","Fatima"
210,2024-04-20,"Wholesale","keyboard","office",2,1527.74,"card","new york","Sara"
211,2022-07-19,"Retail","tablet","office",1,1527.74,"card","new york","Ali"
212,2022-08-12,"Retail","laptop","electronics",2,1527.74,"card","chicago","Fatima"
213,2024-04-02,"Retail","phone","electronics",2,1527.74,"cash","washington","Ali"
214,2022-05-26,"Retail","tablet","electronics",3,1682.22,"cheque","washington","Fatima"
216,2023-03-30,"Online","mouse","office",3,1527.74,"card","washington","Fatima"
217,2024-03-15,"Retail","laptop","electronics",1,1527.74,"cash","new york","Fatima"
218,2023-01-17,"Online","phone","office",2,1527.74,"cheque","chicago","Sara"
220,2022-07-27,"Retail","keyboard","electronics",2,1527.74,"card","chicago","Ali"
221,2023-10-22,"Retail","tablet","electronics",3,1527.74,"cash","new york","Sara"
222,2022-11-24,"Retail","keyboard","electronics",2,1527.74,"card","chicago","John"
224,2023-07-27,"Wholesale","mouse","office",1,1527.74,"cash","new york","Fatima"
225,2024-01-03,"Retail","mouse","office",2,2731.7,"transfer","new york","Ali"
226,2023-05-06,"Retail","mouse","electronics",1,1527.74,"card","chicago","Sara"
227,2022-12-17,"Retail","mouse","electronics",3,900.9,"card","chicago","Ali"
228,2023-04-30,"Wholesale","phone","electronics",1,1527.74,"cash","new york","Ali"
229,2024-03-30,"Retail","tablet","office",3,2501.71,"transfer","new york","Sara"
232,2023-12-13,"Retail","monitor","electronics",2,1527.74,"cash","new york","Sara"
236,2023-11-17,"Online","laptop","electronics",2,1527.74,"transfer","chicago","Sara"
237,2022-01-08,"Online","mouse","office",2,1527.74,"card","chicago","Fatima"
238,2022-10-28,"Online","tablet","electronics",3,997.04,"cash","chicago","Ali"
239,2024-05-13,"Wholesale","laptop","office",2,1527.74,"cash","chicago","Sara"
241,2024-02-28,"Wholesale","monitor","office",1,1527.74,"transfer","chicago","Sara"
242,2022-10-13,"Online","keyboard","office",2,2034.05,"cheque","washington","Ali"
243,2023-09-26,"Retail","mouse","office",2,1734.14,"transfer","chicago","Fatima"
246,2023-03-16,"Online","laptop","office",2,1527.74,"card","chicago","John"
248,2023-10-31,"Online","tablet","electronics",1,1527.74,"card","chicago","Ali"
249,2024-06-10,"Retail","phone","office",2,1527.74,"transfer","chicago","Fatima"
252,2024-06-18,"Retail","keyboard","office",2,1527.74,"cheque","washington","John"
253,2024-05-19,"Wholesale","monitor","electronics",3,1527.74,"cheque","new york","Fatima"
254,2024-01-14,"Online","phone","electronics",2,1527.74,"cash","new york","Sara"
255,2024-02-17,"Retail","keyboard","electronics",2,1527.74,"cash","washington","John"
256,2024-04-19,"Online","keyboard","electronics",2,1527.74,"card","chicago","Fatima"
257,2022-03-24,"Online","laptop","electronics",1,2790.94,"cheque","chicago","John"
260,2023-07-13,"Wholesale","phone","office",3,1527.74,"card","chicago","Ali"
261,2022-12-23,"Online","tablet","electronics",2,1527.74,"card","new york","Fatima"
262,2023-05-21,"Wholesale","laptop","electronics",1,2189.92,"cash","chicago","Fatima"
263,2023-07-09,"Wholesale","keyboard","office",1,1527.74,"card","chicago","John"
264,2022-12-09,"Retail","laptop","electronics",1,1527.74,"card","washington","Sara"
268,2023-06-19,"Wholesale","tablet","electronics",3,1473.58,"transfer","new york","John"
270,2022-05-27,"Online","monitor","office",2,1527.74,"cash","new york","Sara"
272,2022-09-17,"Online","laptop","electronics",1,665.22,"card","chicago","Ali"
273,2022-09-22,"Wholesale","keyboard","office",1,1527.74,"card","washington","Ali"
274,2023-06-04,"Wholesale","phone","office",1,1527.74,"cheque","new york","Ali"
275,2023-11-13,"Retail","keyboard","office",2,1527.74,"card","washington","John"
277,2022-01-07,"Online","phone","electronics",2,630.16,"cheque","chicago","John"
278,2023-10-24,"Retail","mouse","office",2,1527.74,"card","chicago","Fatima"
279,2022-12-02,"Retail","monitor","electronics",2,2232.43,"card","new york","John"
284,2024-04-23,"Wholesale","monitor","office",2,2644.98,"card","chicago","John"
288,2023-06-19,"Wholesale","monitor","office",2,2800.07,"card","new york","John"
291,2022-10-22,"Retail","keyboard","office",2,1527.74,"transfer","new york","John"
293,2022-11-23,"Online","monitor","electronics",2,1527.74,"card","chicago","John"
294,2024-02-25,"Wholesale","monitor","electronics",1,1588.92,"cheque","chicago","John"
298,2023-08-15,"Retail","keyboard","electronics",2,740.3,"cheque","new york","Fatima"
299,2022-09-18,"Wholesale","mouse","office",3,1527.74,"cheque","new york","Fatima"
301,2023-03-28,"Wholesale","keyboard","office",2,1527.74,"cheque","chicago","Sara"
302,2022-04-19,"Wholesale","monitor","office",3,1527.74,"cash","washington","Sara"
303,2022-09-21,"Online","keyboard","office",1,1527.74,"transfer","chicago","Ali"
304,2024-03-07,"Retail","phone","office",2,2043.44,"card","new york","Fatima"
305,2023-11-02,"Retail","monitor","office",1,940.93,"card","washington","John"
306,2022-07-14,"Retail","keyboard","office",2,2898.24,"card","new york","Sara"
307,2024-03-13,"Retail","tablet","office",1,1527.74,"transfer","washington","Ali"
310,2022-12-19,"Wholesale","tablet","electronics",2,1527.74,"card","new york","John"
312,2022-10-14,"Retail","laptop","electronics",3,2329.65,"card","chicago","Ali"
313,2022-09-14,"Wholesale","monitor","electronics",2,1527.74,"cash","washington","Sara"
314,2023-05-17,"Retail","mouse","office",1,397.87,"card","chicago","Fatima"
316,2022-03-16,"Wholesale","keyboard","electronics",2,87.95,"transfer","chicago","Ali"
320,2022-05-23,"Wholesale","phone","electronics",2,1527.74,"cheque","chicago","Ali"
322,2022-08-27,"Retail","mouse","office",1,1527.74,"cash","new york","John"
324,2024-01-26,"Wholesale","keyboard","electronics",2,1527.74,"transfer","washington","Fatima"
328,2022-12-21,"Online","tablet","electronics",2,1527.74,"cash","new york","Sara"
329,2024-06-14,"Online","phone","office",3,1527.74,"cheque","chicago","Ali"
331,2023-01-21,"Wholesale","keyboard","office",1,1527.74,"cheque","new york","John"
332,2022-04-17,"Online","tablet","electronics",1,1527.74,"cheque","new york","Fatima"
333,2023-04-16,"Online","keyboard","electronics",2,1527.74,"cheque","new york","Fatima"
334,2022-07-12,"Wholesale","laptop","office",3,1527.74,"transfer","new york","Sara"
335,2022-05-02,"Retail","laptop","office",2,1487.42,"card","new york","Sara"
337,2024-03-24,"Retail","mouse","electronics",3,1255.46,"cheque","washington","Ali"
339,2022-09-08,"Online","mouse","electronics",3,1527.74,"cash","new york","John"
341,2023-04-05,"Online","keyboard","office",2,2415.85,"cheque","chicago","John"
342,2023-06-04,"Wholesale","tablet","office",3,1527.74,"cheque","new york","Sara"
344,2022-07-30,"Retail","laptop","electronics",1,1527.74,"cheque","chicago","Fatima"
346,2022-01-22,"Online","laptop","office",1,2446.37,"transfer","chicago","Fatima"
348,2024-02-18,"Wholesale","phone","electronics",3,1527.74,"card","chicago","Ali"
350,2023-06-08,"Retail","laptop","electronics",3,682.51,"card","new york","John"
354,2022-11-29,"Online","laptop","office",2,1527.74,"transfer","new york","Fatima"
355,2023-08-16,"Online","tablet","office",2,1527.74,"transfer","new york","John"
357,2023-07-02,"Wholesale","tablet","electronics",2,2490.57,"transfer","new york","Ali"
359,2024-05-08,"Wholesale","tablet","electronics",2,1527.74,"cash","new york","Fatima"
360,2023-01-26,"Retail","laptop","office",2,1527.74,"cheque","new york","John"
361,2024-01-28,"Online","mouse","electronics",1,1875.07,"transfer","new york","Ali"
362,2023-05-15,"Online","mouse","electronics",2,1527.74,"cash","chicago","Fatima"
363,2024-05-27,"Online","keyboard","electronics",1,474.15,"card","chicago","John"
365,2022-03-24,"Retail","tablet","electronics",2,1527.74,"transfer","new york","Sara"
367,2022-05-15,"Retail","monitor","office",2,880.99,"cheque","chicago","Ali"
368,2023-01-29,"Retail","phone","electronics",2,1527.74,"transfer","new york","Sara"
369,2023-12-19,"Retail","mouse","electronics",2,1242.03,"card","chicago","Fatima"
371,2022-09-22,"Retail","mouse","office",2,531.14,"card","chicago","John"
373,2022-04-03,"Wholesale","monitor","electronics",3,1527.74,"card","chicago","Fatima"
374,2023-10-08,"Online","phone","office",2,1527.74,"cash","washington","John"
375,2022-02-13,"Wholesale","mouse","electronics",1,2859.76,"cash","chicago","Sara"
377,2024-06-04,"Retail","laptop","office",2,1998.11,"cheque","new york","John"
384,2023-01-22,"Retail","mouse","electronics",1,900.02,"cheque","new york","Sara"
385,2023-10-17,"Online","phone","office",2,1527.74,"transfer","chicago","Fatima"
387,2023-01-17,"Retail","phone","electronics",2,138.07,"transfer","chicago","Fatima"
388,2023-06-10,"Wholesale","keyboard","office",2,1527.74,"card","washington","Fatima"
392,2022-06-25,"Wholesale","phone","electronics",1,1947.97,"card","new york","Fatima"
393,2023-06-15,"Online","monitor","electronics",2,1527.74,"card","new york","Fatima"
394,2022-06-02,"Online","laptop","office",3,1527.74,"card","new york","Ali"
396,2023-03-15,"Retail","tablet","electronics",2,2958.93,"cheque","new york","Sara"
397,2022-07-13,"Online","phone","electronics",3,2212.49,"card","new york","Fatima"
399,2022-01-30,"Online","keyboard","electronics",2,1527.74,"transfer","new york","Ali"
402,2022-04-11,"Online","monitor","electronics",2,2321.21,"cheque","washington","Fatima"
403,2024-01-25,"Online","monitor","office",2,1527.74,"card","new york","Fatima"
406,2023-12-11,"Online","phone","electronics",2,313.54,"card","new york","Fatima"
408,2022-09-10,"Online","keyboard","office",2,1527.74,"cash","chicago","Ali"
410,2022-05-20,"Online","mouse","office",2,1527.74,"card","chicago","Ali"
411,2022-10-31,"Online","monitor","office",2,1929.49,"cash","new york","Sara"
412,2023-04-05,"Wholesale","phone","office",2,1527.74,"card","washington","John"
415,2023-03-10,"Online","monitor","office",2,1527.74,"card","chicago","Sara"
416,2023-07-25,"Wholesale","tablet","electronics",2,1560.71,"cheque","washington","Fatima"
418,2022-11-04,"Online","keyboard","office",2,1527.74,"transfer","washington","John"
419,2022-11-04,"Wholesale","keyboard","electronics",2,1527.74,"card","washington","Fatima"
421,2022-07-04,"Wholesale","mouse","electronics",3,2844.88,"cash","chicago","Fatima"
422,2024-06-02,"Online","laptop","electronics",2,220.69,"card","chicago","John"
423,2023-01-09,"Online","mouse","office",3,1527.74,"cheque","chicago","Sara"
424,2023-07-17,"Online","tablet","office",1,1007.81,"transfer","chicago","Sara"
425,2023-08-03,"Online","laptop","electronics",2,1527.74,"card","chicago","Ali"
427,2023-07-14,"Retail","laptop","office",1,1527.74,"transfer","chicago","John"
429,2023-02-06,"Wholesale","mouse","electronics",2,2630.1,"card","new york","Fatima"
434,2023-10-22,"Online","keyboard","office",2,1527.74,"card","new york","Sara"
435,2023-06-04,"Retail","phone","electronics",2,1527.74,"card","new york","Sara"
436,2022-04-19,"Wholesale","mouse","electronics",2,1527.74,"card","new york","Sara"
437,2024-06-04,"Retail","monitor","electronics",3,1527.74,"card","chicago","Ali"
438,2023-02-10,"Retail","keyboard","electronics",1,1527.74,"cheque","new york","John"
440,2024-03-20,"Retail","monitor","electronics",3,2855.66,"cheque","washington","Ali"
442,2024-06-09,"Wholesale","tablet","office",3,2174.89,"card","washington","Fatima"
443,2024-02-24,"Retail","keyboard","electronics",2,603.53,"card","new york","Fatima"
445,2023-09-06,"Online","tablet","electronics",2,1610.87,"transfer","washington","Sara"
447,2022-02-28,"Wholesale","phone","electronics",2,606.26,"card","new york","Sara"
450,2022-07-29,"Wholesale","keyboard","electronics",2,1527.74,"card","new york","Sara"
453,2024-03-01,"Online","monitor","office",2,1527.74,"cash","chicago","Ali"
454,2022-12-22,"Retail","monitor","office",1,1527.74,"card","chicago","Ali"
455,2023-08-15,"Wholesale","tablet","electronics",2,1527.74,"cheque","new york","Ali"
458,2022-03-27,"Retail","phone","electronics",1,1044.97,"cheque","chicago","Sara"
459,2022-12-19,"Retail","phone","electronics",3,1527.74,"transfer","washington","Fatima"
461,2022-05-06,"Retail","laptop","electronics",2,1527.74,"transfer","new york","John"
462,2022-11-11,"Online","keyboard","office",3,1527.74,"cash","chicago","Fatima"
463,2022-08-24,"Retail","phone","electronics",3,2321.35,"card","new york","Ali"
464,2024-06-06,"Retail","laptop","electronics",2,1527.74,"transfer","chicago","Sara"
465,2024-05-02,"Online","monitor","electronics",2,1527.74,"cash","chicago","John"
467,2022-02-11,"Retail","mouse","electronics",1,233.06,"card","chicago","Ali"
468,2023-11-02,"Wholesale","mouse","electronics",2,1527.74,"card","chicago","Sara"
470,2024-01-13,"Wholesale","monitor","electronics",3,1527.74,"transfer","new york","Fatima"
474,2022-09-19,"Wholesale","mouse","office",2,1618.48,"transfer","new york","Ali"
475,2022-01-09,"Wholesale","phone","office",3,816.13,"card","new york","Ali"
477,2023-08-13,"Retail","mouse","office",3,1227.36,"cash","new york","Ali"
479,2023-04-20,"Retail","laptop","electronics",3,1527.74,"cash","chicago","Ali"
480,2022-10-18,"Online","phone","office",2,929.33,"card","new york","Sara"
481,2022-12-23,"Retail","tablet","office",3,1139.75,"card","new york","Fatima"
482,2022-05-18,"Retail","laptop","office",2,1527.74,"transfer","chicago","Fatima"
483,2023-08-05,"Online","keyboard","electronics",3,1222.43,"cash","new york","Sara"
485,2023-01-05,"Wholesale","laptop","office",2,1559.97,"card","new york","Fatima"
486,2023-04-02,"Online","mouse","electronics",3,809.47,"card","new york","Fatima"
490,2022-07-27,"Retail","laptop","electronics",3,2803.95,"cash","new york","Ali"
491,2023-01-19,"Online","keyboard","electronics",3,1527.74,"card","chicago","Ali"
492,2022-04-30,"Retail","phone","office",1,1527.74,"cheque","chicago","Sara"
493,2022-08-27,"Online","laptop","electronics",2,1527.74,"cash","new york","Fatima"
494,2022-08-12,"Wholesale","mouse","electronics",3,1527.74,"transfer","chicago","Fatima"
496,2024-05-10,"Retail","keyboard","electronics",2,2948.55,"card","washington","Sara"
497,2022-05-09,"Retail","keyboard","electronics",2,1527.74,"transfer","chicago","Sara"
502,2022-03-21,"Online","laptop","office",1,1527.74,"transfer","washington","John"
504,2022-10-16,"Wholesale","tablet","office",1,1527.74,"card","new york","John"
507,2022-09-16,"Retail","mouse","electronics",2,2448.67,"cash","chicago","John"
509,2024-02-12,"Wholesale","laptop","office",2,1527.74,"transfer","washington","Fatima"
510,2022-06-19,"Online","monitor","electronics",2,2956.76,"cash","new york","Sara"
512,2024-05-10,"Wholesale","keyboard","office",3,1527.74,"cash","new york","Sara"
513,2023-02-10,"Online","tablet","electronics",2,1527.74,"card","washington","Fatima"
515,2023-12-25,"Wholesale","laptop","office",3,1672.51,"cheque","chicago","Sara"
516,2024-01-30,"Retail","monitor","electronics",2,2863.45,"transfer","new york","John"
517,2023-09-06,"Online","laptop","electronics",2,1527.74,"cheque","chicago","Fatima"
520,2023-07-29,"Wholesale","laptop","electronics",2,1527.74,"card","new york","John"
521,2022-05-04,"Retail","keyboard","electronics",2,1527.74,"cash","new york","John"
523,2023-09-29,"Retail","phone","electronics",2,2617.85,"card","new york","Ali"
525,2022-11-16,"Online","tablet","electronics",3,1527.74,"transfer","new york","John"
532,2023-01-23,"Retail","laptop","office",3,1691.02,"cash","chicago","Fatima"
534,2023-07-09,"Online","phone","electronics",2,1204.66,"cheque","chicago","Sara"
535,2022-03-14,"Retail","phone","electronics",3,2062.83,"cash","new york","Fatima"
536,2023-08-17,"Wholesale","mouse","electronics",3,1527.74,"transfer","new york","Sara"
537,2024-03-02,"Online","keyboard","electronics",1,1527.74,"cheque","chicago","Ali"
539,2022-06-21,"Wholesale","monitor","electronics",3,2290.49,"card","new york","Sara"
540,2022-10-01,"Online","mouse","office",1,2026.84,"cheque","chicago","Fatima"
542,2023-08-14,"Wholesale","tablet","electronics",2,1527.74,"transfer","washington","John"
543,2022-05-17,"Wholesale","phone","electronics",3,1527.74,"card","washington","Ali"
544,2023-03-03,"Wholesale","tablet","electronics",1,1527.74,"card","chicago","Fatima"
546,2024-04-04,"Online","monitor","office",2,1527.74,"card","chicago","Sara"
547,2023-11-24,"Wholesale","mouse","office",2,1190.4,"card","chicago","Fatima"
549,2023-11-07,"Online","phone","electronics",1,1527.74,"card","new york","Sara"
550,2024-02-04,"Retail","tablet","office",1,1527.74,"cheque","chicago","Sara"
551,2023-07-02,"Wholesale","tablet","electronics",3,1527.74,"transfer","new york","Ali"
553,2022-03-25,"Online","keyboard","electronics",2,1527.74,"cash","chicago","John"
558,2022-11-24,"Online","phone","office",2,2635.92,"card","chicago","John"
560,2022-10-13,"Online","mouse","electronics",1,1527.74,"cash","new york","John"
562,2023-03-14,"Online","tablet","electronics",1,1471.99,"transfer","chicago","John"
563,2024-05-07,"Retail","monitor","electronics",1,1527.74,"cash","chicago","Sara"
564,2022-11-21,"Online","phone","office",2,1527.74,"transfer","new york","Fatima"
565,2023-06-10,"Online","monitor","electronics",2,2886.74,"transfer","new york","Sara"
566,2024-03-15,"Online","laptop","electronics",2,28.85,"card","new york","Fatima"
568,2023-08-13,"Wholesale","monitor","electronics",2,2352.4,"card","new york","John"
569,2023-09-12,"Wholesale","tablet","electronics",3,2522.41,"transfer","new york","John"
570,2022-09-13,"Wholesale","monitor","electronics",3,2112.48,"card","chicago","John"
